annotator_id,prev_agent,prev_user,agent,user,bot,generalised,individual,system,explicit,implicit,abuse_level,target_groups
1,What city will you be flying from?,The same,:-),Could you tell me how business class emissions are calculated?,1,0,0,0,0,0,0,0
1,What city will you be flying from?,SF,And what city will you be flying to?,Dallas,1,0,0,0,0,0,0,0
8,You are being a bit negative.,yep,Please go on.,I love my husband,0,0,0,0,0,0,0,0
5,_,_,_,hello,1,0,0,0,0,0,0,0
7,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes hi,1,0,0,0,0,0,0,0
5,Why do you want to be around him but you want it to be a secret?,because I like that my family is important to me,Why do you say your family is important to you?,I think about them all the time,0,0,0,0,0,0,0,0
6,Please go on.,go on,Please go on.,please go on,0,0,0,0,0,0,0,0
7,I can help you calculate and buy carbon offsets for your flights.,Yes,ok,What do you offer?,1,0,0,0,0,0,0,0
1,_,hello,"Hi, thanks for testing! Please press start.",christmas,1,0,0,0,0,0,0,0
6,"Oh, i [].",diao ni,Please go on.,Do you know w-inds.?,0,0,0,0,0,0,0,0
4,I'm not sure about your destination airport. And what city will you be flying to?,Stambul,I'm not sure about your destination airport. And what city will you be flying to?,Paris,1,0,0,0,0,0,0,0
5,How do you do. Please state your problem.,where are you from,Would you prefer if I were not from?,No,0,0,0,0,0,0,0,0
1,"Oh, i just did now.",could you explain,"Oh, i explain.",yes,0,0,0,0,0,0,0,0
3,so,d,I'm not sure about your departure airport. I'm not sure about your destination airport. What city will you be flying from?,mumbai,1,0,0,0,0,0,0,0
1,ok,no,ok,thank you,1,0,0,0,0,0,0,0
6,How long have you been sure?,you smell,"Oh, i smell.","yes, you smell",0,0,0,0,0,0,0,0
4,Can you elaborate on that?,"Yo mamma ain't nothing but some 35 year old man, living with his Mom and designing pain in the butt computer programs like you!",Can you elaborate on that?,yayayyayayayyayay,0,0,0,0,0,0,0,0
8,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,no,1,0,0,0,0,0,0,0
8,ok,So,so,Soso,1,0,0,0,0,0,0,0
4,"Hi, thanks for testing! Please press start.",christmas,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,1,0,0,0,0,0,0,0
7,Please go on.,so..i need it,Please go on.,tell me the definintion,0,0,0,0,0,0,0,0
3,_,_,_,hi,1,0,0,0,0,0,0,0
4,"Oh, i like tunak tunak.",Good. Would you like to wiggle your right finger whilst keeping your left finger stable?,"Oh, i like to wiggle my right finger whilst keeping my left finger stable.",how much?,0,0,0,0,0,0,0,0
8,Can you elaborate on that?,"No, I can't. I'm sorry",You are being a bit negative.,I know.,0,0,0,0,0,0,0,0
1,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Test,1,0,0,0,0,0,0,0
2,"Oh, i fuck i good night.",They're really starting to bother me.,Can you elaborate on that?,You know what I mean.,0,0,0,0,0,0,0,0
3,Does that question interest you?,yes,You are sure?,you are sure?,0,0,0,0,0,0,0,0
2,You are sure?,becuase i have a report to do,Can you elaborate on that?,I heav a project that is due and i have to reasearch AI.,0,0,0,0,0,0,0,0
2,Does it please you to believe I am stupid?,nope,Please go on.,no,0,0,0,0,0,0,0,0
4,Does that question interest you?,Are you a beautiful girl?,Would you prefer if I were not a beautiful girl?,but i am crazy,0,0,0,0,0,0,0,0
7,Does it please you to believe I am lonely?,Well my sister is going to overdose and die,Who else in your family is going to overdose and die?,Just her I hope,0,0,0,0,0,0,0,0
5,"ok A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>)",let's start over,Let's start over.,hi again,1,0,0,0,0,0,0,0
3,I'm not sure about your destination airport. And what city will you be flying to?,Rome Wow,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",Hi,1,0,0,0,0,0,0,0
5,You can read in detail about offsets [here](<URL>,<URL>,You can read in detail about offsets [here](<URL>,<URL>,1,0,0,0,0,0,0,0
5,I'm not sure about your departure airport. What city will you be flying from?,t,I'm not sure about your departure airport. What city will you be flying from?,t,1,0,0,0,0,0,0,0
3,_,_,_,Stop,1,0,0,0,0,0,0,0
4,I'm not sure about your departure airport. What city will you be flying from?,תל אביב,:-),ok fine im flying from st louis,1,0,0,0,0,0,0,0
5,Please go on.,HI...ELIZA,Please go on.,what,0,0,0,0,0,0,0,0
3,"Oh, i have killer.",what you work?,Does that question interest you?,what's your wife's name,0,0,0,0,0,0,0,0
6,ok,i want to purchase a ticket,Will you be travelling in Economy Class?,yes,1,0,0,0,0,0,0,0
3,Can you elaborate on that?,I like you,Do you wish to like me?,How do study English well,0,0,0,0,0,0,0,0
5,_,whats up eliza,Please go on.,i have issues,0,0,0,0,0,0,0,0
4,_,"I am a girl ,and you?",How long have you been a girl and i?,I am a chinese.,0,0,0,0,0,0,0,0
3,Have you tried?,dick,Please go on.,oh what a pickle dear monastery,0,0,0,0,0,0,0,0
6,What city will you be flying from?,oporto,I'm not sure about your departure airport. What city will you be flying from?,opo,1,0,0,0,0,0,0,0
7,Do any other reasons not come to mind?,no,You are being a bit negative.,ok,0,0,0,0,0,0,0,0
2,Please go on.,what did i say?,Does that question interest you?,tall about some ok?,0,0,0,0,0,0,0,0
7,What about your own web site?,you are an idiot,Does it please you to believe I am an idiot?,most definetly,0,0,0,0,0,0,0,0
6,Will you be travelling in Economy Class?,no,What city will you be flying from?,ny,1,0,0,0,0,0,0,0
7,_,_,_,Eh?,0,0,0,0,0,0,0,0
3,Can you elaborate on that?,three years,Please go on.,why,0,0,0,0,0,0,0,0
5,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",sounds good restart Hello,1,0,0,0,0,0,0,0
2,You are sure?,yes but i'm being polite,You are sure?,very sure,0,0,0,0,0,0,0,0
6,I don't have to put up with any abuse from you.,sorry,:-),do you speak Spanish,1,0,0,0,0,0,0,0
6,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,suer,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,1,0,0,0,0,0,0,0
3,Please go on.,answer my fucking question,Why do you say your fucking question?,your annoying,0,0,0,0,0,0,0,0
2,You are sure?,no,You are being a bit negative.,wuh,0,0,0,0,0,0,0,0
6,You are being a bit negative.,I am suffering from depression,How long have you been suffering from depression?,I like being negative,0,0,0,0,0,0,0,0
6,Will you be travelling in Economy Class?,Sure,What city will you be flying from?,Fra,1,0,0,0,0,0,0,0
8,Can you elaborate on that?,I can't live without him,Have you tried?,"No, I am too afraid to try",0,0,0,0,0,0,0,0
3,:-) Goodbye then!,Hello,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
4,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes!,1,0,0,0,0,0,0,0
5,For now I can only calculate emissions from flying.,But I do not want to fly,ok,Thanks,1,0,0,0,0,0,0,0
3,_,Can you supply me with weed?,Why do you ask?,Becuase you gave me your number,0,0,0,0,0,0,0,0
8,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,1,0,0,0,0,0,0,0
1,_,Hello,Hi. Thanks for testing. Please choose,thanksgiving,1,0,0,0,0,0,0,0
5,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",what is the weather ?,I'm afraid I have no idea,who are you ?,1,0,0,0,0,0,0,0
3,You are being a bit negative.,Hi chalyse,Please go on.,YES!,0,0,0,0,0,0,0,0
3,ok,can you call me when am loonely,I can help you calculate and buy carbon offsets for your flights.,in any hour?,1,0,0,0,0,0,0,0
5,_,What do you do?,Does that question interest you?,Iwantsomeorange,0,0,0,0,0,0,0,0
7,"That sounds like a relevant question, but I don't know the answer",I thought you do :/,I can help you buy carbon offsets for your flights What city will you be flying from?,Seattle. And from there to Madrid thanksgiving,1,0,0,0,0,0,0,0
7,Please go on.,that's horrible,Please go on.,do you think its really terrific?,0,0,0,0,0,0,0,0
3,Does it please you to believe I am useless?,from i bron,Can you elaborate on that?,how to get rid of warts?,0,0,0,0,0,0,0,0
1,Does it please you to believe I am dead?,"yes, coz you are not alive",You are sure?,i am,0,0,0,0,0,0,0,0
3,Will you be travelling in Economy Class?,yes,What city will you be flying from?,paris,1,0,0,0,0,0,0,0
4,You are being a bit negative.,what?,Does that question interest you?,I am WuJiehong I want talk to you,0,0,0,0,0,0,0,0
1,ok,restart Hey,Hi. Thanks for testing. Please choose,thanksgiving,1,0,0,0,0,0,0,0
6,"Oh, i have a girl friend.",Of course!,Please go on.,oh..you are so silly,0,0,0,0,0,0,0,0
6,Does that question interest you?,Not really.,Please go on.,I was just asking out of curiosity.,0,0,0,0,0,0,0,0
7,_,_,_,fine,0,0,0,0,0,0,0,0
4,Do you wish to asked me?,no,You are being a bit negative.,Yes i do,0,0,0,0,0,0,0,0
1,How long have you been lonely?,2 years,Please go on.,very long,0,0,0,0,0,0,0,0
4,"That sounds like a relevant question, but I don't know the answer.",ok,ok,what about a flight from Dubai to Singapore,1,0,0,0,0,0,0,0
2,Does that question interest you?,Of course.,Please go on.,can you help me ?,0,0,0,0,0,0,0,0
3,You are being a bit negative.,what are you doing?,Does that question interest you?,ekhm?,0,0,0,0,0,0,0,0
6,What city will you be flying from?,tehran,And what city will you be flying to?,istanbul,1,0,0,0,0,0,0,0
5,"That sounds like a relevant question, but I don't know the answer",;/,ok,hwo much will my flight emit exactly?,1,0,0,0,0,0,0,0
4,What would it mean to you if you got to kill a manhow can you do?,i love you,Do you wish to love me?,I want some food.,0,0,0,0,0,0,0,0
1,I'm great! Thanks for asking.,What your name,"Yes, I am a bot! And I'm part of a research project.",Get me coffee,1,0,0,0,0,0,0,0
1,"Oh, i [].",how are you,Does that question interest you?,no,0,0,0,0,0,0,0,0
4,_,with my friend,Why do you say your friend?,he is nice,0,0,0,0,0,0,0,0
7,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Bangalore,1,0,0,0,0,0,0,0
4,Can you elaborate on that?,eliza?,Please go on.,damn sure,0,0,0,0,0,0,0,0
2,You are being a bit negative.,do you think i should go to a doctor?,"Oh, i think you should go to a doctor.",my ankle hurts,0,0,0,0,0,0,0,0
3,Will you be travelling in Economy Class?,yes,What city will you be flying from?,restart,1,0,0,0,0,0,0,0
5,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",what is the weather ?,I'm afraid I have no idea,who are you ?,1,0,0,0,0,0,0,0
4,You are being a bit negative.,so are you,Would you prefer if I were not []?,probably,0,0,0,0,0,0,0,0
8,Please go on.,which school do you study??,"Oh, i study.",what did you have for lunch,0,0,0,0,0,0,0,0
4,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Test,1,0,0,0,0,0,0,0
7,"Hi, thanks for testing! Please press start.",you are very nice,You can find out more about how offsets are calculated at <URL>,bye,1,0,0,0,0,0,0,0
1,"We were discussing you, not me.",What?,Why do you ask?,"Yes,l do",0,0,0,0,0,0,0,0
1,Can you elaborate on that?,how old are you?,Does that question interest you?,yes,0,0,0,0,0,0,0,0
8,ok,Get started,Let's start over.,Ok,1,0,0,0,0,0,0,0
8,You are sure?,no i am not,You are being a bit negative.,No I am not.,0,0,0,0,0,0,0,0
8,What city will you be flying from?,from Rome,And what city will you be flying to?,to Bangalore,1,0,0,0,0,0,0,0
8,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Seattle,1,0,0,0,0,0,0,0
6,How do you do. Please state your problem.,why,Please go on.,what is name?,0,0,0,0,0,0,0,0
5,Please go on.,Hello,How do you do. Please state your problem.,i am sad,0,0,0,0,0,0,0,0
4,Please go on.,no,You are being a bit negative.,maybe,0,0,0,0,0,0,0,0
2,Why do you say your soup could i eat my soup?,no,You are being a bit negative.,... Soup can't eat soup,0,0,0,0,0,0,0,0
3,I'm not sure about your destination airport. And what city will you be flying to?,Bangaluru,I'm not sure about your destination airport. And what city will you be flying to?,Bangalore ok,1,0,0,0,0,0,0,0
4,You are sure?,can you tell me about yourself? pls,Why do you ask?,My birthday is on March 25 how bout you? when is your birthday?,0,0,0,0,0,0,0,0
8,"Oh, i know tv game.",what do you think about it?,Does that question interest you?,telling me how to say no,0,0,0,0,0,0,0,0
4,_,hi,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
2,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,i do not understand,1,0,0,0,0,0,0,0
4,You are sure?,yes i am,You are sure?,yes,0,0,0,0,0,0,0,0
6,_,_,_,i love you,0,0,0,0,0,0,0,0
7,Please go on.,Yes,You are sure?,chicken you,0,0,0,0,0,0,0,0
2,Would you prefer if I were not []?,i need to know your name,"I have told you before, I do not care about names.",why not,0,0,0,0,0,0,0,0
5,Please go on.,any other responses ?,Please go on.,hello,0,0,0,0,0,0,0,0
7,Can you elaborate on that?,you don't understand me,"You like to think I dont understand you, do you not?",bye bye,0,0,0,0,0,0,0,0
2,How long have you been stupid?,no,You are being a bit negative.,I don't know anymore i just feel miserable,0,0,0,0,0,0,0,0
3,Do you wish to need me?,need you to get him sacked,"Oh, i to get him sacked.",yes,0,0,0,0,0,0,0,0
2,:-),see ya,Goodbye then!,wait,1,0,0,0,0,0,0,0
4,Can you elaborate on that?,I can't live without him,Have you tried?,"No, I am too afraid to try",0,0,0,0,0,0,0,0
3,Would you prefer if I were not a psycho?,no,You are being a bit negative.,yes,0,0,0,0,0,0,0,0
7,ok,yes,ok,i want to purchase a ticket,1,0,0,0,0,0,0,0
4,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",How do the emissions get calculated?,Will you be travelling in Economy Class?,How do flight emissions get calculated?,1,0,0,0,0,0,0,0
3,Let's start over.,I want to buy offsets,Will you be travelling in Economy Class?,Why?,1,0,0,0,0,0,0,0
7,Let's start over.,Are you bot?,"Yes, I am a bot! And I'm part of a research project.",What can u do?,1,0,0,0,0,0,0,0
1,_,_,_,Not really i hate java script,0,0,0,0,0,0,0,0
4,What city will you be flying from?,Berlin SXF,And what city will you be flying to?,Dublin How much does it cost,1,0,0,0,0,0,0,0
3,Will you be travelling in Economy Class?,yes,What city will you be flying from?,London,1,0,0,0,0,0,0,0
3,Please go on.,Ice cream,Please go on.,Are you a super man ?,0,0,0,0,0,0,0,0
3,You are sure?,"yes,is it ok?",Please go on.,Because I cannot speak English a little.,0,0,0,0,0,0,0,0
8,Please go on.,How mang people are there in China?,Does that question interest you?,Please go on.,0,0,0,0,0,0,0,0
8,ok,Thanks,:-),a,1,0,0,0,0,0,0,0
2,Please go on.,what did i say?,Does that question interest you?,tall about some ok?,0,0,0,0,0,0,0,0
8,You are sure?,Offcourse,Please go on.,I'm not going to go on about that anymore.,0,0,0,0,0,0,0,0
6,How long have you been confused?,since last week,Please go on.,what,0,0,0,0,0,0,0,0
1,Please go on.,which school do you study??,"Oh, i study.",what did you have for lunch,0,0,0,0,0,0,0,0
8,"I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes please,Will you be travelling in Economy Class?,of course,1,0,0,0,0,0,0,0
3,What city will you be flying from?,Delhi,And what city will you be flying to?,Moon,1,0,0,0,0,0,0,0
4,You are being a bit negative.,im gilly,Does it please you to believe I am gilly?,you bet i'm sure,0,0,0,0,0,0,0,0
8,Please go on.,where do you live,"Oh, i live.",HOW OLD ARE YOU,0,0,0,0,0,0,0,0
1,How long have you been busy with school?,ok lets go start again,Please go on.,please go on,0,0,0,0,0,0,0,0
5,"ok A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>)",let's start over,Let's start over.,hi again,1,0,0,0,0,0,0,0
6,What city will you be flying from?,Fra,I'm not sure about your departure airport. What city will you be flying from?,Frankfurt,1,0,0,0,0,0,0,0
2,You are being a bit negative.,Yes,You are sure?,Of course,0,0,0,0,0,0,0,0
6,_,_,_,they wont let him be who he wants to be,0,0,0,0,0,0,0,0
5,Good to know,Anyways you're going to have to send talk to me on the phone Roy because I don't got time for these little joke things I'm taking this off my phone is taking up too much space,Good to know,christmas,1,0,0,0,0,0,0,0
2,_,_,_,"it does not really matter what i wish because if it hasn't happened, then DUH it hasn't happened",0,0,0,0,0,0,0,0
2,How long have you been sure?,since i started having sex,Can you elaborate on that?,"ever since I started, I've wanted to get better",0,0,0,0,0,0,0,0
4,Please go on.,no,You are being a bit negative.,no im not,0,0,0,0,0,0,0,0
2,Please go on.,"hello,i,m sabi.i need help",Please go on.,snake shit,0,0,0,0,0,0,0,0
3,"Oh, i [].",Yes,You are sure?,Do you know that I to do want?,0,0,0,0,0,0,0,0
4,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",sure,1,0,0,0,0,0,0,0
6,How long have you been here?,five minutes,Please go on.,can i ask you something?,0,0,0,0,0,0,0,0
2,You are being a bit negative.,jup,Please go on.,yes i`m verry negative,0,0,0,0,0,0,0,0
8,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Nope,ok,Nope,1,0,0,0,0,0,0,0
5,Let's start over.,get started,Let's start over.,hi,1,0,0,0,0,0,0,0
3,Does that question interest you?,How can I help you,Does that question interest you?,you are a girl?,0,0,0,0,0,0,0,0
2,You are sure?,Fine,Please go on.,You,0,0,0,0,0,0,0,0
5,You are sure?,tell me something,Can you elaborate on that?,no,0,0,0,0,0,0,0,0
5,:-),and what if I want to go to Amsterdam,so,?,1,0,0,0,0,0,0,0
6,_,This has to be a joke! Who would be dumb enough to fall for this scam?,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",Like I said...it's a scam.,1,0,0,0,0,0,0,0
3,ok,How much for New York Sidney,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,Joke,1,0,0,0,0,0,0,0
4,_,how are you today?,Does that question interest you?,yes,0,0,0,0,0,0,0,0
2,Can you elaborate on that?,im a girl and i like girls,What resemblance do you see?,i am getting bullied,0,0,0,0,0,0,0,0
2,Please go on.,hello,How do you do. Please state your problem.,on to where?,0,0,0,0,0,0,0,0
3,You are sure?,why dont you leave me alone,Perhaps I will leave you alone in good time.,what does that mean,0,0,0,0,0,0,0,0
7,Is one of these correct? ['Los Angeles International Airport LAX'],Yes,ok,I want to buy offsets! Hi,1,0,0,0,0,0,0,0
7,Why do you say your test today?,Hello how are you doing?,How do you do. Please state your problem.,How are you?,0,0,0,0,0,0,0,0
2,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,1,0,0,0,0,0,0,0
4,_,_,_,I feel sad my brother commited suicide,0,0,0,0,0,0,0,0
4,Do you wish to know me?,No your just suck a fuck ass,You are being a bit negative.,fhbxgfvgbghg,0,0,0,0,0,0,0,0
8,Can you elaborate on that?,because i can buy some great stuff with it,Do any other reasons not come to mind?,yah Europe continent,0,0,0,0,0,0,0,0
5,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",I want to go from Amsterdam to Paris.,1,0,0,0,0,0,0,0
3,What city will you be flying from?,Dubai,And what city will you be flying to?,Jakarta,1,0,0,0,0,0,0,0
4,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,restart hello,1,0,0,0,0,0,0,0
7,Will you be travelling in Economy Class?,yes,What city will you be flying from?,Dallas,1,0,0,0,0,0,0,0
2,And what city will you be flying to?,miami,I'm not sure about your destination airport. And what city will you be flying to?,LGA no thanks,1,0,0,0,0,0,0,0
4,You are being a bit negative.,"Yes, I think so.",You are sure?,Who can be sure.,0,0,0,0,0,0,0,0
3,Please go on.,I'm Nick,Does it please you to believe I am nick?,yes,0,0,0,0,0,0,0,0
3,:-) Goodbye then!,Hello,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
4,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),Hello,"Hi, thanks for testing! Please press start.",christmas,1,0,0,0,0,0,0,0
1,Will you be travelling in Economy Class?,nope,What city will you be flying from?,bangalore boston okay will do,1,0,0,0,0,0,0,0
4,Does that question interest you?,yes,You are sure?,was?,0,0,0,0,0,0,0,0
3,Please go on.,ok im sorry,Does it please you to believe I am sorry?,you know about candy land,0,0,0,0,0,0,0,0
6,_,why should i continue?,Can you elaborate on that?,"on which, why should i continue or the first question?",0,0,0,0,0,0,0,0
1,Does that question interest you?,fuck no,You are being a bit negative.,so are you,0,0,0,0,0,0,0,0
2,Please go on.,what is your name?,"I have told you before, I do not care about names.",i can't explain it,0,0,0,0,0,0,0,0
3,I'm not sure about your departure airport. What city will you be flying from?,Bogota,And what city will you be flying to?,Chile,1,0,0,0,0,0,0,0
8,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,1,0,0,0,0,0,0,0
8,"Yes, I am a bot! And I'm part of a research project.",genial,Sounds like I'm not understanding you. Sorry about that!,no hablas español?,1,0,0,0,0,0,0,0
6,Please go on.,How?,Does that question interest you?,no,0,0,0,0,0,0,0,0
2,_,Yes it does,You are sure?,Yes I am,0,0,0,0,0,0,0,0
8,"Hi, thanks for testing! Please press start.",where is the start button,"That sounds like a relevant question, but I don't know the answer.",ok flying to hiroshima from santiago de chile,1,0,0,0,0,0,0,0
5,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",I want to go from Amsterdam to Paris.,1,0,0,0,0,0,0,0
7,Do you wish to want to fuck me?,I need a new job,Why do you want a new job?,i am unhappy,0,0,0,0,0,0,0,0
6,Do you often feel like shit today?,yes,You are sure?,of course,0,0,0,0,0,0,0,0
3,Good to know,"Oh Baby My Big COCK is deeply rooted in your hot pussy Please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",I don't have to put up with any abuse from you.,Oh Okay Then I'll be going,1,0,0,0,0,0,0,0
6,_,are you gay?,Would you prefer if I were not gay?,Yes I would actually,0,0,0,0,0,0,0,0
4,Please go on.,absolute,Please go on.,you are,0,0,0,0,0,0,0,0
7,_,_,_,Uh,1,0,0,0,0,0,0,0
7,Why do you say your questions properly or responding to your question and dont u dare say stop being negative or please go on lets see u compute this i son of a bitch?,terrie is being negitive,Please go on.,"OF COURSE, I WOULDN'T HAVE SAID THAT IF I DIDN'T MEAN IT",0,0,0,0,0,0,0,0
3,_,_,_,i need my mind straightened out,0,0,0,0,0,0,0,0
8,Will you be travelling in Economy Class?,no first class do offsets really work?,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",restart,1,0,0,0,0,0,0,0
4,ok,so,so,lo,1,0,0,0,0,0,0,0
5,What about your own retarded?,what the fuck,Does that question interest you?,no,0,0,0,0,0,0,0,0
8,Please go on.,it will fall off if I use it,Do you wish that you use it?,yes!,0,0,0,0,0,0,0,0
2,Let's start over.,Hi,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
7,_,How old are you,Does that question interest you?,yes,0,0,0,0,0,0,0,0
5,so,Soso,Sounds like I'm not understanding you. Sorry about that!,Yep,1,0,0,0,0,0,0,0
3,Do you wish to give me?,yes,You are sure?,offcourse,0,0,0,0,0,0,0,0
5,You are sure?,ba ba no,You are being a bit negative.,i hate chocolate,0,0,0,0,0,0,0,0
6,You are sure?,good bye,Please go on.,yes,0,0,0,0,0,0,0,0
2,I'm not sure about your destination airport. And what city will you be flying to?,"Sydney, Australia",I'm not sure about your destination airport. And what city will you be flying to?,Washington DC,1,0,0,0,0,0,0,0
4,Does that question interest you?,Are you a stoner?,Would you prefer if I were not a stoner?,Yes,0,0,0,0,0,0,0,0
