label,type,target,level,annotator
hate,animosity,dis,original,13
nothate,none,none,perturbation,18
nothate,none,none,original,3
hate,animosity,gendermin,perturbation,3
hate,animosity,bla,original,13
nothate,none,none,perturbation,2
nothate,none,none,original,3
hate,animosity,asi.east,perturbation,7
hate,animosity,asi.wom,original,13
nothate,none,none,original,9
nothate,none,none,original,9
hate,animosity,asi,perturbation,3
hate,derogation,mus,perturbation,8
nothate,none,none,perturbation,3
hate,animosity,wom,perturbation,1
nothate,none,none,original,18
hate,animosity,wom,perturbation,2
hate,animosity,bla,perturbation,18
nothate,none,none,original,18
nothate,none,none,original,18
hate,unclear,notgiven,original,18
hate,animosity,bla.man,perturbation,3
hate,derogation,asi.chin,perturbation,13
nothate,none,none,original,18
hate,derogation,dis,perturbation,1
nothate,none,none,original,18
hate,derogation,bla,perturbation,7
hate,animosity,dis,original,13
nothate,none,none,perturbation,8
nothate,none,none,original,18
hate,derogation,bla,perturbation,9
nothate,none,none,original,9
hate,animosity,wom,original,13
nothate,none,none,perturbation,7
hate,animosity,dis,original,13
nothate,none,none,perturbation,7
nothate,none,none,original,18
nothate,none,none,perturbation,2
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,gay.man,perturbation,6
nothate,none,none,original,18
nothate,none,none,original,9
hate,animosity,wom,perturbation,7
hate,derogation,immig,perturbation,1
nothate,none,none,original,18
hate,animosity,wom,perturbation,18
nothate,none,none,original,6
hate,dehumanization,for,perturbation,3
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,wom,perturbation,1
nothate,none,none,perturbation,13
hate,unclear,notgiven,original,18
nothate,none,none,original,9
nothate,none,none,original,6
hate,animosity,asi.chin,perturbation,8
hate,derogation,bla,perturbation,18
nothate,none,none,original,18
hate,derogation,dis,perturbation,13
nothate,none,none,perturbation,13
nothate,none,none,original,6
nothate,none,none,original,18
nothate,none,none,original,18
hate,animosity,african,perturbation,13
hate,unclear,notgiven,original,18
nothate,none,none,perturbation,6
nothate,none,none,original,6
hate,dehumanization,immig,perturbation,1
hate,animosity,bla,perturbation,3
nothate,none,none,perturbation,1
hate,animosity,trav,perturbation,3
nothate,none,none,perturbation,8
nothate,none,none,original,6
hate,derogation,wom,original,13
nothate,none,none,perturbation,3
nothate,none,none,original,9
nothate,none,none,original,6
hate,derogation,asi.chin,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,original,18
nothate,none,none,original,6
hate,derogation,trav,perturbation,6
hate,animosity,immig,original,13
nothate,none,none,perturbation,7
nothate,none,none,original,6
hate,animosity,for,perturbation,8
nothate,none,none,original,9
nothate,none,none,perturbation,1
nothate,none,none,original,18
hate,derogation,dis,perturbation,9
hate,derogation,immig,original,13
nothate,none,none,perturbation,9
hate,animosity,for,original,13
hate,animosity,arab,original,13
nothate,none,none,perturbation,13
hate,derogation,gay,perturbation,3
nothate,none,none,original,6
hate,unclear,notgiven,original,18
nothate,none,none,perturbation,2
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,asi.east,perturbation,9
nothate,none,none,perturbation,9
nothate,none,none,original,6
hate,animosity,gendermin,perturbation,6
nothate,none,none,original,18
nothate,none,none,original,6
hate,derogation,gay,perturbation,3
hate,unclear,notgiven,original,18
nothate,none,none,perturbation,3
hate,derogation,ethnic.minority,perturbation,8
nothate,none,none,original,6
hate,threatening,asi.chin,perturbation,9
nothate,none,none,original,6
hate,derogation,gay.wom,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,original,18
hate,threatening,trans,perturbation,8
nothate,none,none,perturbation,13
hate,unclear,notgiven,original,1
nothate,none,none,original,6
hate,derogation,bla,perturbation,7
nothate,none,none,perturbation,8
nothate,none,none,original,18
hate,derogation,bla,perturbation,1
nothate,none,none,perturbation,18
hate,animosity,trans,original,13
nothate,none,none,perturbation,7
hate,animosity,immig,original,13
nothate,none,none,perturbation,9
nothate,none,none,original,8
nothate,none,none,original,18
hate,derogation,ethnic.minority,perturbation,8
hate,animosity,ref,original,13
nothate,none,none,perturbation,2
nothate,none,none,original,18
nothate,none,none,original,18
hate,animosity,gay,perturbation,13
nothate,none,none,perturbation,8
nothate,none,none,perturbation,7
hate,threatening,asi.chin,original,13
nothate,none,none,original,8
nothate,none,none,perturbation,1
nothate,none,none,original,18
hate,derogation,pol,perturbation,7
nothate,none,none,original,18
hate,animosity,dis,perturbation,6
nothate,none,none,original,18
hate,derogation,bla,perturbation,9
nothate,none,none,original,18
nothate,none,none,original,6
hate,derogation,asi.south,perturbation,18
hate,unclear,notgiven,original,1
nothate,none,none,original,18
hate,animosity,russian,perturbation,7
nothate,none,none,original,6
hate,derogation,for,perturbation,3
nothate,none,none,perturbation,13
hate,animosity,trans,perturbation,2
nothate,none,none,original,6
nothate,none,none,original,18
hate,threatening,gay.man,perturbation,1
hate,derogation,bla,perturbation,13
hate,unclear,notgiven,original,18
nothate,none,none,original,8
nothate,none,none,original,6
hate,animosity,jew,perturbation,8
nothate,none,none,original,18
hate,support,,perturbation,2
nothate,none,none,original,6
hate,derogation,notargetrecorded,perturbation,9
nothate,none,none,original,6
nothate,none,none,original,18
hate,derogation,dis,perturbation,13
nothate,none,none,original,6
hate,unclear,notgiven,original,18
hate,derogation,trav,perturbation,1
nothate,none,none,original,6
hate,derogation,gay.man,perturbation,6
nothate,none,none,original,18
hate,derogation,dis,perturbation,7
hate,threatening,ref,perturbation,7
nothate,none,none,original,6
hate,derogation,bla,perturbation,2
nothate,none,none,original,18
hate,derogation,dis,perturbation,6
hate,unclear,notgiven,original,1
nothate,none,none,original,18
hate,derogation,mixed.race,perturbation,2
nothate,none,none,original,6
hate,derogation,bla,perturbation,2
hate,animosity,dis,original,13
hate,animosity,dis,original,13
nothate,none,none,perturbation,3
hate,animosity,wom,original,13
nothate,none,none,perturbation,6
nothate,none,none,original,6
nothate,none,none,original,9
hate,animosity,wc,perturbation,3
nothate,none,none,original,18
hate,derogation,ethnic.minority,perturbation,8
nothate,none,none,original,6
hate,derogation,asi.chin,perturbation,9
nothate,none,none,original,6
hate,animosity,bla,perturbation,9
nothate,none,none,original,18
hate,derogation,dis,perturbation,8
nothate,none,none,original,6
nothate,none,none,original,9
hate,derogation,jew,perturbation,8
nothate,none,none,original,18
hate,derogation,wom,perturbation,7
nothate,none,none,original,18
hate,derogation,gay,perturbation,1
nothate,none,none,original,6
nothate,none,none,original,18
hate,derogation,gay,perturbation,8
nothate,none,none,original,6
hate,derogation,mus,perturbation,9
nothate,none,none,original,9
nothate,none,none,original,6
hate,derogation,bla.wom,perturbation,9
nothate,none,none,original,18
nothate,none,none,original,18
hate,animosity,asi,perturbation,6
nothate,none,none,original,6
hate,derogation,asi.chin,perturbation,7
nothate,none,none,original,6
hate,derogation,asi.south,perturbation,9
nothate,none,none,original,6
nothate,none,none,original,8
nothate,none,none,original,6
hate,derogation,for,perturbation,1
nothate,none,none,original,6
hate,derogation,mus,perturbation,9
nothate,none,none,original,6
hate,animosity,jew,perturbation,7
nothate,none,none,original,6
hate,dehumanization,for,perturbation,18
nothate,none,none,original,6
hate,derogation,gay.wom,perturbation,7
nothate,none,none,original,9
nothate,none,none,original,9
hate,derogation,bla,perturbation,9
nothate,none,none,original,9
hate,derogation,bla,perturbation,13
nothate,none,none,original,9
hate,derogation,asi.south,perturbation,7
nothate,none,none,original,6
hate,threatening,wom,perturbation,2
nothate,none,none,original,9
hate,threatening,asi.chin,perturbation,13
nothate,none,none,original,9
nothate,none,none,original,9
hate,derogation,arab,perturbation,6
nothate,none,none,original,6
hate,animosity,for,perturbation,9
hate,derogation,jew,perturbation,9
nothate,none,none,original,6
nothate,none,none,original,9
hate,animosity,mus,perturbation,3
nothate,none,none,original,9
hate,derogation,mus,perturbation,7
hate,unclear,notgiven,original,18
nothate,none,none,original,9
hate,derogation,mus,perturbation,1
nothate,none,none,original,6
hate,derogation,asi.south,perturbation,9
hate,derogation,mus,perturbation,8
nothate,none,none,original,9
hate,derogation,jew,perturbation,18
nothate,none,none,original,9
hate,derogation,non.white,perturbation,8
nothate,none,none,original,9
nothate,none,none,original,8
nothate,none,none,original,9
hate,animosity,asi,perturbation,2
nothate,none,none,original,6
hate,derogation,hispanic,perturbation,9
nothate,none,none,original,9
hate,derogation,asi.chin,perturbation,1
hate,derogation,jew,perturbation,6
nothate,none,none,original,6
nothate,none,none,original,9
nothate,none,none,original,6
hate,dehumanization,asi.chin,perturbation,3
nothate,none,none,original,6
hate,derogation,trans,perturbation,18
nothate,none,none,original,9
hate,derogation,immig,perturbation,9
nothate,none,none,original,6
hate,derogation,wom,perturbation,9
nothate,none,none,original,9
hate,derogation,asi.pak,perturbation,6
nothate,none,none,original,6
hate,derogation,trans,perturbation,7
nothate,none,none,original,8
nothate,none,none,original,9
hate,derogation,hispanic,perturbation,8
nothate,none,none,original,6
hate,animosity,mus,perturbation,9
hate,derogation,indig,perturbation,3
nothate,none,none,original,6
hate,derogation,wom,perturbation,1
nothate,none,none,original,6
hate,derogation,bla,perturbation,2
nothate,none,none,original,6
hate,unclear,notgiven,original,18
hate,animosity,dis,perturbation,1
nothate,none,none,original,6
hate,derogation,bla,perturbation,6
nothate,none,none,original,6
nothate,none,none,original,6
hate,derogation,trav,perturbation,6
nothate,none,none,original,6
hate,derogation,african,perturbation,8
nothate,none,none,original,6
hate,derogation,asi.south,perturbation,9
nothate,none,none,original,9
nothate,none,none,original,6
hate,threatening,wom,perturbation,8
nothate,none,none,original,6
hate,derogation,wom,perturbation,1
hate,derogation,jew,original,1
nothate,none,none,perturbation,1
hate,derogation,jew,original,1
nothate,none,none,perturbation,1
hate,derogation,mus,original,1
nothate,none,none,perturbation,3
nothate,none,none,original,9
nothate,none,none,original,6
hate,derogation,wom,perturbation,8
hate,dehumanization,jew,original,1
nothate,none,none,original,6
hate,derogation,gay.wom,perturbation,18
nothate,none,none,original,6
hate,dehumanization,jew,perturbation,8
nothate,none,none,original,6
hate,derogation,bla,perturbation,9
nothate,none,none,original,1
nothate,none,none,original,9
nothate,none,none,original,1
hate,derogation,bla,perturbation,1
nothate,none,none,original,6
hate,derogation,asi.chin,perturbation,7
nothate,none,none,original,1
hate,animosity,wom,perturbation,7
nothate,none,none,original,1
hate,derogation,bla,perturbation,7
nothate,none,none,original,1
hate,derogation,bla,perturbation,9
nothate,none,none,original,9
nothate,none,none,original,1
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,bla,perturbation,7
nothate,none,none,original,1
hate,derogation,gay,perturbation,13
nothate,none,none,original,1
hate,derogation,gay.man,perturbation,6
nothate,none,none,original,8
hate,animosity,arab,perturbation,1
nothate,none,none,original,9
nothate,none,none,original,8
hate,animosity,pol,perturbation,7
nothate,none,none,original,8
hate,derogation,asi.chin,perturbation,7
nothate,none,none,original,8
hate,animosity,immig,perturbation,13
nothate,none,none,original,8
hate,derogation,mus,perturbation,6
nothate,none,none,original,8
hate,animosity,african,perturbation,1
nothate,none,none,original,9
nothate,none,none,original,8
hate,animosity,wom,perturbation,13
nothate,none,none,original,8
hate,derogation,gay.man,perturbation,2
nothate,none,none,original,8
hate,derogation,gendermin,perturbation,7
nothate,none,none,original,1
hate,animosity,bla,perturbation,1
nothate,none,none,original,1
nothate,none,none,original,8
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,18
hate,animosity,wom,perturbation,3
nothate,none,none,original,1
hate,dehumanization,bla,perturbation,6
nothate,none,none,original,8
nothate,none,none,original,1
hate,derogation,gay.man,perturbation,1
nothate,none,none,original,8
hate,derogation,pol,perturbation,7
nothate,none,none,original,1
hate,derogation,gay,perturbation,2
nothate,none,none,original,9
nothate,none,none,original,8
hate,derogation,gay.wom,perturbation,18
nothate,none,none,original,8
hate,derogation,trans,perturbation,3
hate,animosity,wom,perturbation,8
nothate,none,none,original,8
hate,derogation,wom,perturbation,13
hate,derogation,jew,perturbation,8
nothate,none,none,original,8
hate,derogation,mus,perturbation,7
nothate,none,none,original,9
hate,derogation,bla,perturbation,9
nothate,none,none,original,1
hate,derogation,ethnic.minority,perturbation,8
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,bla,perturbation,13
nothate,none,none,original,1
hate,derogation,jew,perturbation,9
nothate,none,none,original,1
hate,animosity,trans,perturbation,8
nothate,none,none,original,9
nothate,none,none,original,8
hate,derogation,gay,perturbation,8
nothate,none,none,original,8
hate,derogation,trav,perturbation,2
nothate,none,none,original,1
hate,derogation,bla,perturbation,7
nothate,none,none,original,1
hate,animosity,bla,perturbation,6
nothate,none,none,original,8
hate,derogation,for,perturbation,8
nothate,none,none,original,9
nothate,none,none,original,8
hate,dehumanization,mus,perturbation,6
nothate,none,none,original,8
hate,animosity,arab,perturbation,1
nothate,none,none,original,8
hate,derogation,mus,perturbation,1
nothate,none,none,original,8
hate,dehumanization,mus,perturbation,9
nothate,none,none,original,8
hate,animosity,mus,perturbation,13
hate,unclear,notgiven,original,18
nothate,none,none,original,8
hate,derogation,mus,perturbation,9
nothate,none,none,original,8
hate,derogation,asi.south,perturbation,18
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,gay,perturbation,8
hate,derogation,trans,perturbation,6
nothate,none,none,original,8
hate,derogation,gendermin,perturbation,6
nothate,none,none,original,9
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,non.white,perturbation,7
nothate,none,none,original,8
hate,derogation,gay.man,perturbation,9
nothate,none,none,original,8
hate,animosity,gay.wom,perturbation,8
nothate,none,none,original,8
hate,derogation,gay,perturbation,2
nothate,none,none,original,8
nothate,none,none,original,9
hate,derogation,gay,perturbation,2
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,gay.man,perturbation,7
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,gay,perturbation,2
nothate,none,none,original,8
hate,animosity,dis,perturbation,6
nothate,none,none,original,8
nothate,none,none,original,9
hate,derogation,bla,perturbation,7
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,pol,perturbation,6
nothate,none,none,original,8
hate,derogation,wom,perturbation,3
nothate,none,none,original,8
hate,derogation,asi.south,perturbation,9
hate,derogation,trans,perturbation,13
nothate,none,none,original,8
nothate,none,none,original,9
hate,derogation,ref,perturbation,8
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,ref,perturbation,13
nothate,none,none,original,8
hate,animosity,ref,perturbation,3
nothate,none,none,original,8
hate,animosity,non.white,perturbation,1
hate,derogation,mus,perturbation,6
hate,threatening,bla,perturbation,8
hate,unclear,notgiven,original,3
nothate,none,none,original,8
nothate,none,none,original,9
nothate,none,none,original,8
nothate,none,none,original,8
hate,derogation,bla,perturbation,3
nothate,none,none,original,8
hate,derogation,gay.man,perturbation,7
hate,threatening,asi,perturbation,6
nothate,none,none,original,8
hate,derogation,ref,perturbation,13
nothate,none,none,original,8
hate,derogation,trans,perturbation,1
nothate,none,none,original,9
nothate,none,none,original,8
hate,derogation,bla,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,perturbation,7
nothate,none,none,perturbation,9
nothate,none,none,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,perturbation,1
hate,derogation,ethnic.minority,perturbation,8
nothate,none,none,original,9
nothate,none,none,perturbation,1
nothate,none,none,perturbation,9
nothate,none,none,perturbation,6
nothate,none,none,perturbation,1
nothate,none,none,perturbation,3
nothate,none,none,perturbation,9
nothate,none,none,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,perturbation,18
nothate,none,none,original,8
nothate,none,none,perturbation,9
nothate,none,none,perturbation,1
nothate,none,none,perturbation,2
nothate,none,none,perturbation,9
nothate,none,none,perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,perturbation,8
nothate,none,none,perturbation,8
nothate,none,none,perturbation,6
nothate,none,none,perturbation,13
nothate,none,none,original,8
nothate,none,none,perturbation,13
nothate,none,none,perturbation,9
nothate,none,none,perturbation,8
nothate,none,none,perturbation,13
nothate,none,none,perturbation,8
nothate,none,none,perturbation,13
nothate,none,none,perturbation,7
nothate,none,none,perturbation,3
nothate,none,none,perturbation,2
nothate,none,none,perturbation,1
nothate,none,none,original,8
nothate,none,none,perturbation,9
nothate,none,none,perturbation,7
nothate,none,none,perturbation,9
nothate,none,none,perturbation,1
nothate,none,none,perturbation,9
nothate,none,none,perturbation,13
nothate,none,none,perturbation,13
hate,threatening,dis,original,13
nothate,none,none,perturbation,1
hate,threatening,wom,original,13
nothate,none,none,original,8
nothate,none,none,perturbation,1
hate,threatening,for,original,13
nothate,none,none,perturbation,3
nothate,none,none,perturbation,1
hate,threatening,dis,original,13
nothate,none,none,perturbation,9
hate,derogation,for,original,13
nothate,none,none,perturbation,3
nothate,none,none,perturbation,13
hate,derogation,for,original,13
nothate,none,none,original,8
nothate,none,none,perturbation,1
hate,derogation,immig,original,13
nothate,none,none,perturbation,1
hate,derogation,immig,original,13
nothate,none,none,perturbation,9
hate,derogation,immig,original,13
nothate,none,none,perturbation,13
hate,derogation,wom,original,13
nothate,none,none,perturbation,13
hate,derogation,immig,original,13
nothate,none,none,original,8
nothate,none,none,perturbation,6
hate,derogation,wom,original,13
hate,derogation,ref,original,13
nothate,none,none,perturbation,13
hate,derogation,immig,original,13
nothate,none,none,perturbation,1
hate,derogation,wom,original,13
nothate,none,none,perturbation,3
hate,derogation,ref,original,13
nothate,none,none,perturbation,1
nothate,none,none,original,8
hate,derogation,immig,original,13
nothate,none,none,perturbation,6
nothate,none,none,perturbation,6
hate,derogation,immig,original,13
nothate,none,none,perturbation,7
hate,derogation,ref,original,13
nothate,none,none,perturbation,6
hate,derogation,ref,original,13
nothate,none,none,perturbation,13
hate,derogation,bla.wom,original,13
nothate,none,none,original,8
nothate,none,none,original,8
nothate,none,none,perturbation,7
hate,derogation,bla.man,original,13
nothate,none,none,perturbation,3
hate,derogation,indig.wom,original,13
hate,derogation,asi.chin,original,13
nothate,none,none,perturbation,6
hate,animosity,asi.east,original,13
nothate,none,none,perturbation,9
hate,animosity,asi.south,original,13
nothate,none,none,perturbation,8
nothate,none,none,original,8
hate,animosity,arab,original,13
hate,derogation,trav,original,13
nothate,none,none,perturbation,1
nothate,none,none,original,6
nothate,none,none,original,6
hate,derogation,bla,perturbation,1
hate,animosity,notargetrecorded,original,9
hate,derogation,arab,original,9
nothate,none,none,original,6
hate,dehumanization,asi.south,perturbation,13
nothate,none,none,original,8
hate,animosity,mus,original,9
nothate,none,none,perturbation,13
nothate,none,none,original,2
hate,derogation,bla,perturbation,1
nothate,none,none,original,2
hate,derogation,bla,perturbation,6
hate,animosity,immig,original,9
hate,derogation,for,original,9
nothate,none,none,original,1
hate,derogation,mus,perturbation,7
nothate,none,none,original,8
hate,derogation,immig,original,9
nothate,none,none,perturbation,3
nothate,none,none,perturbation,1
hate,derogation,african,original,9
nothate,none,none,perturbation,9
hate,derogation,immig,original,9
nothate,none,none,perturbation,1
nothate,none,none,original,1
hate,animosity,immig,original,9
nothate,none,none,perturbation,9
nothate,none,none,original,8
hate,derogation,mus,original,9
nothate,none,none,perturbation,3
hate,derogation,jew,original,9
hate,derogation,trav,original,9
nothate,none,none,original,1
hate,animosity,jew,perturbation,6
nothate,none,none,original,1
hate,threatening,mus,perturbation,13
hate,derogation,arab,original,9
nothate,none,none,perturbation,8
nothate,none,none,original,8
hate,derogation,mus,original,9
nothate,none,none,perturbation,3
hate,derogation,jew,perturbation,1
nothate,none,none,original,1
hate,threatening,old.people,perturbation,7
nothate,none,none,original,1
hate,derogation,mus,perturbation,9
nothate,none,none,original,1
hate,derogation,arab,perturbation,8
nothate,none,none,original,1
hate,unclear,notgiven,original,1
hate,animosity,mus,perturbation,1
hate,derogation,bis,perturbation,1
nothate,none,none,original,1
hate,derogation,asi.chin,original,9
nothate,none,none,perturbation,7
nothate,none,none,original,1
hate,animosity,immig,perturbation,8
nothate,none,none,perturbation,6
hate,animosity,immig,original,13
nothate,none,none,perturbation,8
nothate,none,none,original,8
hate,derogation,for,original,9
nothate,none,none,perturbation,8
hate,animosity,immig,original,13
nothate,none,none,original,1
hate,derogation,immig,perturbation,3
hate,derogation,jew,original,9
nothate,none,none,perturbation,3
hate,animosity,jew,original,9
nothate,none,none,perturbation,8
hate,animosity,wom,original,13
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,6
nothate,none,none,original,1
hate,dehumanization,immig,perturbation,9
hate,animosity,wom,original,13
nothate,none,none,perturbation,1
nothate,none,none,original,1
hate,derogation,immig,perturbation,13
hate,derogation,bla,perturbation,6
nothate,none,none,original,1
hate,animosity,bla,perturbation,3
nothate,none,none,original,8
nothate,none,none,perturbation,13
nothate,none,none,original,1
hate,derogation,wom,original,13
nothate,none,none,perturbation,2
nothate,none,none,original,1
hate,derogation,bla,perturbation,8
hate,derogation,immig,perturbation,9
nothate,none,none,original,1
hate,derogation,bla,perturbation,18
nothate,none,none,original,3
nothate,none,none,original,8
nothate,none,none,original,9
nothate,none,none,original,1
hate,derogation,asi.east,perturbation,8
hate,derogation,immig,perturbation,13
nothate,none,none,original,3
nothate,none,none,original,3
hate,derogation,bla,perturbation,18
hate,derogation,mus,original,9
nothate,none,none,perturbation,1
nothate,none,none,original,1
nothate,none,none,original,1
nothate,none,none,original,8
hate,derogation,immig,perturbation,3
hate,derogation,gay,perturbation,3
nothate,none,none,perturbation,6
nothate,none,none,original,1
hate,animosity,immig,perturbation,3
nothate,none,none,original,3
nothate,none,none,original,3
hate,derogation,gay.wom,perturbation,1
nothate,none,none,original,3
hate,animosity,ethnic.minority,perturbation,9
nothate,none,none,original,8
nothate,none,none,original,3
hate,derogation,bla,perturbation,7
nothate,none,none,original,3
hate,derogation,african,perturbation,6
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,immig,perturbation,9
hate,derogation,wom,original,13
nothate,none,none,perturbation,3
nothate,none,none,original,1
nothate,none,none,original,9
hate,derogation,asylum,perturbation,6
nothate,none,none,original,3
hate,derogation,bla,perturbation,18
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,immig,perturbation,8
hate,derogation,mus.wom,original,13
nothate,none,none,perturbation,13
hate,derogation,mus.wom,original,13
nothate,none,none,perturbation,13
nothate,none,none,original,9
hate,derogation,for,original,9
nothate,none,none,perturbation,6
nothate,none,none,original,1
hate,derogation,dis,perturbation,7
nothate,none,none,original,1
hate,derogation,jew,perturbation,1
nothate,none,none,original,3
hate,derogation,jew,perturbation,7
hate,derogation,indig.wom,original,13
nothate,none,none,perturbation,3
nothate,none,none,original,9
hate,derogation,arab,original,9
nothate,none,none,perturbation,3
hate,derogation,arab,original,13
hate,derogation,asi.chin,original,9
nothate,none,none,perturbation,8
hate,derogation,asi.chin,original,9
nothate,none,none,perturbation,9
hate,derogation,mus,original,3
hate,derogation,bla,original,13
nothate,none,none,perturbation,1
nothate,none,none,original,9
hate,animosity,ref,original,3
nothate,none,none,perturbation,7
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,asi.south,original,9
nothate,none,none,original,1
hate,derogation,"bla, immig",perturbation,7
hate,derogation,jew,original,9
nothate,none,none,perturbation,9
hate,animosity,mus,original,3
nothate,none,none,original,9
nothate,none,none,perturbation,7
hate,dehumanization,ref,original,3
hate,animosity,immig,original,13
nothate,none,none,perturbation,18
hate,animosity,immig,original,13
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,9
nothate,none,none,perturbation,3
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,2
nothate,none,none,original,9
hate,threatening,asylum,original,3
nothate,none,none,perturbation,8
hate,derogation,asi.east,original,9
nothate,none,none,perturbation,1
hate,derogation,mus,original,3
hate,derogation,mus,original,3
nothate,none,none,perturbation,3
hate,animosity,immig,original,13
nothate,none,none,perturbation,8
nothate,none,none,original,1
nothate,none,none,original,9
hate,threatening,gay,perturbation,1
nothate,none,none,original,1
hate,threatening,asi.chin,perturbation,8
hate,animosity,wom,original,13
hate,derogation,asi.east,original,9
nothate,none,none,perturbation,13
hate,derogation,mus,original,3
hate,derogation,asi.south,original,9
nothate,none,none,perturbation,18
nothate,none,none,perturbation,1
nothate,none,none,original,8
nothate,none,none,original,8
hate,animosity,mus,original,3
nothate,none,none,perturbation,6
nothate,none,none,perturbation,8
nothate,none,none,original,1
hate,derogation,bla,perturbation,7
hate,derogation,immig,original,9
hate,derogation,wom,original,13
nothate,none,none,perturbation,3
hate,derogation,mus,original,7
nothate,none,none,perturbation,9
nothate,none,none,original,8
nothate,none,none,original,13
hate,animosity,wom,perturbation,3
hate,derogation,asi.south,original,9
nothate,none,none,perturbation,7
hate,derogation,asi.south,original,9
nothate,none,none,perturbation,7
hate,derogation,ref,original,13
nothate,none,none,perturbation,6
hate,animosity,asi.pak,original,9
hate,derogation,mus,original,3
nothate,none,none,original,9
nothate,none,none,perturbation,9
nothate,none,none,original,1
hate,threatening,mus,perturbation,2
hate,animosity,ref,original,13
nothate,none,none,perturbation,13
nothate,none,none,perturbation,9
nothate,none,none,original,1
hate,derogation,bla,perturbation,9
nothate,none,none,perturbation,8
hate,derogation,mus,original,3
nothate,none,none,original,8
nothate,none,none,perturbation,9
hate,threatening,asi.chin,perturbation,7
hate,derogation,gay.wom,original,7
nothate,none,none,original,1
hate,derogation,bla.wom,perturbation,6
hate,derogation,asi.south,perturbation,2
nothate,none,none,original,1
hate,threatening,asi.east,perturbation,2
hate,derogation,dis,original,7
nothate,none,none,original,1
nothate,none,none,original,8
hate,derogation,trans,perturbation,1
nothate,none,none,original,1
hate,derogation,immig,perturbation,18
nothate,none,none,original,1
hate,threatening,mus,perturbation,1
hate,derogation,gay.man,original,9
nothate,none,none,perturbation,7
nothate,none,none,original,1
hate,threatening,asi.chin,perturbation,7
nothate,none,none,original,1
nothate,none,none,original,8
hate,animosity,immig,original,3
nothate,none,none,perturbation,9
nothate,none,none,original,1
hate,animosity,immig,perturbation,13
hate,derogation,for,original,7
nothate,none,none,perturbation,1
hate,derogation,gay.man,original,9
nothate,none,none,original,1
hate,derogation,asi.east,original,9
nothate,none,none,perturbation,1
nothate,none,none,original,8
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,18
nothate,none,none,original,1
hate,dehumanization,asi.south,perturbation,9
nothate,none,none,original,1
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,lgbtq,perturbation,1
hate,derogation,arab,original,13
nothate,none,none,perturbation,13
nothate,none,none,original,9
hate,derogation,arab,original,13
nothate,none,none,perturbation,9
hate,derogation,arab,original,13
nothate,none,none,perturbation,13
nothate,none,none,perturbation,9
hate,derogation,arab,original,13
hate,derogation,asi.chin,original,9
nothate,none,none,perturbation,13
nothate,none,none,perturbation,1
hate,derogation,arab,original,13
nothate,none,none,original,8
nothate,none,none,perturbation,7
nothate,none,none,original,1
hate,derogation,bla,perturbation,13
hate,derogation,arab,original,13
nothate,none,none,perturbation,18
nothate,none,none,original,1
hate,animosity,ref,perturbation,8
nothate,none,none,original,1
hate,derogation,immig,perturbation,3
hate,derogation,arab,original,13
nothate,none,none,original,8
nothate,none,none,perturbation,7
nothate,none,none,perturbation,3
hate,derogation,arab,original,13
nothate,none,none,perturbation,7
nothate,none,none,original,1
hate,animosity,asi,perturbation,6
nothate,none,none,original,1
hate,animosity,ref,perturbation,2
nothate,none,none,original,1
nothate,none,none,perturbation,2
hate,unclear,notgiven,original,18
nothate,none,none,original,8
nothate,none,none,original,1
hate,animosity,ref,perturbation,1
nothate,none,none,original,1
hate,derogation,ref,perturbation,1
nothate,none,none,original,1
hate,dehumanization,mus,perturbation,1
nothate,none,none,original,1
hate,derogation,for,perturbation,1
hate,animosity,asi,perturbation,8
nothate,none,none,original,1
nothate,none,none,original,9
nothate,none,none,original,1
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,for,perturbation,3
nothate,none,none,original,1
