index,tweet,implicit,explicit,target_groups,annotator_sentiment,abuse_level
18520,@user @user assumer votre responsabilité de gauchiste toujours prêt à trouver des excuses aux délin… @url,1,0,0,1,3
16565,@user @user et bien le mieux c'est de faire ta propre statistique sur l'évolution de la violence et des… @url,0,1,0,0,1
18176,@user petit mongol apprend à parler comprend rien,0,1,0,2,1
17447,purée ton tweet ou tu crie cm un attardé cv bien ac ta freakin pp @url,0,1,0,0,1
15038,@user @user @user philippe est 1 gauchiste indignité anti qui louvoie selon le client,1,0,0,0,2
10698,Peel that ass back monkey style faggot,1,0,0,1,2
613,يوسف سيف بيقول مااجمل الكورة الاطفال مبسوطين النساء مبسوطين حتى الافارقة مبسوطين كل الناس مبسوطين..كلهم مبسوطين فعل… @url,0,1,0,0,1
7496,caught guy trying stare smug twat @url,1,0,0,6,1
2651,تقول الاميره ديانا :لقد أحبني السود والبيض والمثليون واليهود عدا الشخص الذي أحببته,1,0,0,0,1
17924,@user @user @user @user @user et la société complète cautionne la violence de l'au… @url,1,0,0,1,1
17892,@user @user je crains que ce soit sa peur d'être étiqueté facho. pourtant il est déjà considér… @url,1,0,0,2,1
1503,@user @user @user يضل بول البعير اطهر وانظف من بول خنزير معمم @url,1,0,0,4,1
2829,@user والحصاله الي ع شكل خنزير,1,0,0,0,1
18586,@user @user le bon tweet bien con et cynique du gauchiste....,0,1,0,1,2
15906,@user ils se sont cru dans un film juste des gars un peut attardé un peut trop influencé par les films/virtuel… @url,1,0,0,0,1
18516,@user @user @user faux. les gens non-exposés à la violence prêche la non-violence puisqu'ils… @url,1,0,0,0,1
10228,ching chong pyro i agree @URL,1,0,0,4,1
14733,@user j'y peut rien si t'es attardé et ta pas compris,0,1,0,0,1
17016,#onpc à 27'53 @user adepte de laviolence sur enfant… @url,0,1,0,2,1
16501,@user @user @user il en va de l’accueil des migrants comme de la cultureles 2 nécessitent… @url,1,0,0,2,1
1174,@user @user @user خنزير,1,0,0,3,1
13602,@user @user PALACE under SEIZED\nTRUMP ADMN must\nFIRE leftist \nWH CHIEF of STAFF\nJOHN KERRY\nHH\u2026 @URL,1,0,0,8,1
2352,@user @user مادام كفرت بالله كل خنزير!!!! ههههههههه اهبل,0,1,0,2,1
16356,@user le deni de realite qui definit pratiquement la pensee gauchiste prend l...allure d...un delire psychiatr... @url,0,1,0,2,1
51,ناقشه بمعزل تاااااااام عن قضية التبرج,1,0,0,0,1
3720,@user @user @user @user @user @user raghead! free speech @url,0,1,0,4,1
15055,@user @user oh mon dieu non pas le bloquage supreme @url,1,0,0,0,1
5521,can't say n word unless black. can't use faggot unless gay. minority groups allowed @url,1,0,0,4,1
9674,@user Stick in your twat your dad is responsible for violence he promotes it so phony 1st daughter eat a bowl of dicks.,1,0,0,4,2
465,@user @user @user والله الكلب وفي يا زلزال ذوب خنازير الله يلعنهم في كل كتاب,0,1,0,0,1
15804,@user @user @user @user les négligences sont une violence et considérées comme de la maltraitance… @url,1,0,0,2,1
579,هاي جربت احساس الحريم اللي يدرسون مع بزران,1,0,0,0,1
17917,@user @user oulaaa les mongol il raffale tt la racaille blanche deja,0,1,0,7,1
9767,Son of a bitch twat Trump?,1,0,0,8,1
15728,@user @user c’est un attardé il fait câblé,1,0,0,1,1
17221,naza mongol te po na banda ko seka seka kk boyer s…,0,1,0,1,1
16271,@user oui cela s'appelle la colonisation et l'islamisation d'une nation avec l'aval de nos gouvernements soumis à l'ue.,1,0,0,1,1
919,@user @user بربر اختك يا شارب بول البعير. تونس تشرفك وتعرفك يا جاهل يا وهابي,0,1,0,2,1
7616,@user pristine spic span environment one might wish for.,1,0,0,2,1
3006,@user يعني ابن العبيطة ده المخابرات القطرية هتجند مساعدين مبس عشان يقتلولها مثلا .. دي اخرة بول البعير والله,1,0,0,0,1
2366,بيوت دعاره وعهر وقمار ولحوم خنازير  هذا مصدر دخلهم الاساسي ولهم وجه يتكلمون عن الحرمين #تطاول_نعمان_كورتلموش,1,0,0,1,2
16577,@user rafinha c'est un putain de mongol,1,0,0,3,1
17542,@user @user perd pas ton temps à parler avec cet attardé il ne sait pas lire de toute façon,1,0,0,1,1
1957,@user @user بياع شاورما يا عديم التربية ! تعاليكم وتفاخركم يا بول البعير لن ينفعكم ، يلا اقلب وجهك,0,1,0,0,1
430,@user @user خنزير يرتوت لخنزير,1,0,0,0,1
18404,@user @user @user @user @user 3/par rapport à l'avortement ne peut pas être simp… @url,1,0,0,0,1
17929,@user @user l'homme est faible physiquement par rapport l'elephant mais infiniment plus intelligent.,0,1,0,0,1
7642,@user nice see supporting terrorist. even funnier claim every leftist never denounces @url,1,0,0,7,1
8250,take jackie sprite illegal alien voting. im sure ads saying illegal aliens @url,1,0,0,2,1
17486,@user je la connaissais déjà un peu avant mais je m'y étais pas attardé et la vidéo de lol m'a giga hype,0,1,0,0,1
8574,kevin gates president way retarded,1,0,0,1,2
805,@user @user @user @user @user بول البعير لو ابيعه اغلى من قيمتك,0,1,0,2,1
11105,Because you're a little twat.,1,0,0,9,1
3249,اصلها مش زراير هندوس عليها عشان نلاقي روحنا نسينا حد و عرفنا نلاقي حد غيره .. يا رتها كانت كدة,1,0,0,2,1
8817,lots smaller payments time--most faggot's credit cards handle $200 hit--but still th @url,1,0,0,4,1
12344,intellectual terrorism,1,0,0,4,1
10497,@user @user @user I can't believe how spic n span this Van survived when those that are wearing Make\u2026 @URL,1,0,0,9,1
15034,comment je l’aime pas samoa joe dirait un mongol il insulte la famille à aj pffff let’s go aj styles #catchnightab,0,1,0,2,1
2677,ما أتقبل الطقطقة على الشعائر الدينية مرة مرة مرة حتى لو كان مو ديني او عقيدتي. خلاص ياناس اتركوهم شيعة سنة هندوس مايضحك اف,0,1,0,0,1
2107,@user هوه انتو مستنيين قوانين تقتلو بيها يا خنازير,0,1,0,2,1
18259,@user s’est acharné sur les automobilistes (et donc sur les constructeurs) avec une rare violence. et e… @url,1,0,0,2,1
2257,@user @user @user لانكم خنازير واتباع هوا وخونه للإسلام,1,0,0,4,1
17759,et là je parle notamment de la pma et du droit à l’avortement. ou même des violences gynécologiques. parce que oui… @url,0,1,0,1,2
14308,@user Slimy maybe but that\u2019s just because I\u2019m a spic but boring? I could never! Boring sucks,1,0,0,7,1
3874,herenni two parts/a personnboricua/spicnpast presentnalive oppressedngiven cultural beautyn. . . @url,1,0,0,2,1
18133,@user lol quel mongol!,1,0,0,2,1
10700,tu sauves des migrants @URL,1,0,0,1,2
960,و سبل علاج هذا الخطأ @url,1,0,0,0,1
14684,@user @user @user @user @user @user @user la vraie violence c’est de force… @url,1,0,0,2,1
3564,@user retard tranny spic show good,1,0,0,7,1
18105,@user ta vu sa dernière vidéo ? lui qui est sois disant contre la violence vient d'encourager les ketur de tou… @url,1,0,0,0,4
2819,@user ليكو شحاذ السفارة وطفل انابيب بول البعير بيحكي قانون,0,1,0,2,1
10885,@user @user @user @user @user @user CA is a turning into a total shithole a\u2026 @URL,1,0,0,6,1
418,كلمتي لاعراب الخليج البعران المدمنون على بول البعير #انيصحوامن #سباتهم #ويعواتماماان الشعوب تغلي من افعالهم,0,1,0,2,1
3876,appear mad bomber van cleaned spic-and-span got arrested?,1,0,0,3,1
3873,@user @user @user first thought leftist muslim terrorist. wrong. nee @url,1,0,0,2,1
1417,@user هذا المستشار الكلب خنزير ومرتد,0,1,0,4,2
367,كارتيرون فارس الفرسان.. ينتشل الأهلي من قاع إفريقيا إلى تاج الأميرة السمراء,1,0,0,0,1
18243,@user @user @user @user un mongol fier x),1,0,0,1,2
2186,يانج بويز ولا فاك بويز اي حد هندوس علي وشه السنادي,1,0,0,0,1
111,@user نعم وأسلافنا سلموا أمر دينهم ورسالته لمجموعة من الجهلة والمغفلين فساقوا البشرية إلى شرب بول البعير,1,0,0,2,1
10205,Ditrty stinky spic @URL,1,0,0,9,1
2652,@user @user @user @user سبحان الله يعني خنزير وعبد للبيادة ومجرد زيرو من مجموع الأصفار اللي… @url,1,0,0,2,1
2234,@user @user انت اكيد فهمان الكرامة غلط و مفكرها نوع من انواع الكبسة او من بول البعير اي اي تحكمنا مي… @user,0,1,0,2,1
17760,@user ouai mais mon nain est un gosse attardé jvais éviter dempirer son cas ;^;,1,0,0,2,1
18406,vous ne méritez même pas qu'on s'attarde sur vos cas. @url,1,0,0,0,1
2737,@user لما ابقى وسخ هفتخر ب كده اكيد حاجة تشرف,1,0,0,2,2
6457,twat,1,0,0,3,2
5854,really start chopping dyke,1,0,0,4,2
15702,@user @user il peut aussi être un jaune à demi religieux... ou un gauchiste sectaire,1,0,0,0,1
18001,@user j'aime pas la violence,1,0,0,0,1
10496,@user @user Indian giver is as racist and offensive to many natives as words like kike spic jap etc. If\u2026 @URL,1,0,0,9,1
16551,@user @user @user @user bloque un gauchiste ne peut etre que jouissif,1,0,0,0,3
1764,ويظل سلعه بايره في السوق ماحد يشتريه,1,0,0,1,1
11254,@user @user #Cadet_Bone_Spurs\nHere you stand all spic and span.\nWhere were you during Vietnam? @URL,1,0,0,2,1
1915,@user @user @user @user ههههههههههههههه عايش في بلدان العدوان  يشرب بول البعير و يأك… @user,1,0,0,0,1
1433,@user @user @user اخلاقك تدل علي كمية بول البعير التي شربتها يا حافي,0,1,0,0,1
13017,Damn I am retarded,1,0,0,3,1
1765,@user @user الطعميه اقدم من بلدك يا اكل الضب وشارب بول البعير,0,1,0,0,1
9143,Etes-vous d’accord avec Bernard Kouchner qui dit que « nous devrions prendre plus de migrants » @URL,1,0,0,7,1
2378,وانت لا تتهاوش معى وتحط عقلك بعقل مره خلاص مشها وخلها قبلك الله يعنكم على الحريم بس,0,1,0,4,1
9494,psst...@user is a faggot,1,0,0,6,1
452,@user @user @user خنازير وخونة وارهابيين وعملاء وأولهم الخنزير الاكبر حسن البنا وولي عهده اله… @url,0,1,0,2,1
13450,@user Interestingly Vanessa Beeley mostly Re-Tweets Vanessa Beeley like most narcissistic Conspiracy Theoris\u2026 @URL,1,0,0,4,1
16765,@user lui est un gros mongol du point de vue l'intelligence.,1,0,0,0,1
11362,ICE arrested undocumented immigrants who came forward to take in undocumented children @user @URL,1,0,0,7,4
1024,خنازير الشمال الخونة يطلقون على اي سعودي شريف يدافع عن وطنه ضد خبثهم مسمى وطنجي لانهم مو متوقعين فيه شعب يدافع… @url,0,1,0,4,1
6967,@user @user @user says refugees never committed terrorism us. @url,1,0,0,4,1
18166,@user @user @user @user d'accord le gauchiste,1,0,0,1,1
7594,@user alrighty fine. i'll argue way arguing. hey listen shitface. retard know @url,1,0,0,3,1
18005,@user @user euh je ne suis vraiment pas attardé sur ‘’ belle fille’’ hein je demande si tu dé… @url,1,0,0,0,1
18521,@user que de violence pour un simple thé aux parfums d'automne !,1,0,0,0,2
17999,@user les manifestants d’ #idleb et d’ #alep sont le symbole du courage de la résistance et de la résili… @url,1,0,0,0,1
18309,@user @user @user @user vous êtes complètement attardé. vous êtes typiquement le… @url,0,1,0,5,1
537,@user @user لا الشيم والقيم تقاص حسب معايير خنازير شرق سلوى وتتمثل بعقوق الوالدين وطردهم وتشريدهم… @url,1,0,0,2,1
2006,@user @user كذاب انت قبل شهر شايفه يتجول بإحدى مولات الرياض  لا تكذب يا خنزير,0,1,0,0,1
17223,@user 1 mongol à aller sur insta pendant que ta glace fond cause de creme lol,0,1,0,0,2
1138,@user @user اي فتن اي خرابيط وش تخربطين انتي ماطيقهم لسانهم وسخ,0,1,0,0,1
16859,@user oui j'imagine... courage udc99 nil m'a pas directement envoye la photo j'ai eu cette chance,0,1,0,0,1
4280,@user @user @user leftist fanatics ... antifa another terrorist organization.,1,0,0,4,2
2843,@user يضل  محمد بن سلمان باقي غصبن عنكم يا خنزير,1,0,0,0,1
14764,l'islamisation de la france en pleine expansionle résultat de l'infiltration des musulmans ds ts les strates de la… @url,0,1,0,2,1
2407,@user @user @user هههههههع اسرت جيشنا انته يا شارب بول البعير تخسي اذا توصل للجيش العراقي ب 90… @user,0,1,0,0,2
12620,@user #QAnon\n@user Let's hear how America almost became a shithole country during your 8 years of humiliating\u2026 @URL,1,0,0,2,1
2210,@user @user الحمار له عقل أما الروافض فلا عقل لهم إمعات يتبعون كل ناعق وكل دجال وكل مهذري فتجدهم يضلوا خلق كثير وهم أضل خنازير,1,0,0,2,2
3001,أتخيّل دائماً سكيناً عريضة لجزّار خنازير، تدخل فيّ من الجنب على نحو سريع، وبانتظام، وتقطعني على شكل شرائح رقيقة جداً..!,1,0,0,0,3
16390,@user @user @user je demande aussi,1,0,0,1,1
3307,@user موضوع لحاله وسخ اولا عدلوا الاسم يامنافقين,1,0,0,1,1
521,يبدو انك قد اكثرت من بول البعير الصباحي… @user,0,1,0,0,1
1925,فكرك وسخ  زي اسلوبك,0,1,0,0,1
18450,@user vraiment des manières de pédé je ne veux pas être en présence de ce messieur sale gauchiste haineux,0,1,0,5,1
9872,dirty jew,1,0,0,2,2
14397,Fucking retard! @URL,1,0,0,7,1
879,liked @user video @url شاهد ماذا فعل شهاب لما عرف انه أكل لحم خنازير,1,0,0,0,1
8121,lesbian twitter! nnis difference stud dyke? ? lol serious question,1,0,0,2,2
15920,@user @user @user et c la que c est une diversion et que le terrorisme n est pas causer par l im… @url,1,0,0,2,2
18160,@user le terrorisme intellectuel encore de beaux jours devant lui... #navrant,1,0,0,1,1
7525,@user @user leftist terrorist liberals planning one invaders get @url,1,0,0,3,1
7674,group high school boys drove past slowed front passenger yell ching chong me; wh @url,1,0,0,3,2
15715,@user faut déja être attardé pour comparer patrick sebastien de la symphonie,1,0,0,0,1
13435,@user Yea that's not all he said. But it's apparent the social media for 5NEWS is ran by someone retarded or close to it.,1,0,0,2,1
6401,probably retard facedoxxing considering cannot contain disdain j*ws,1,0,0,6,4
2578,@user @user @user بول البعير يناديكم يا اشباه الرجال,0,1,0,0,1
5563,neil warnock cunt,1,0,0,8,1
373,@user @user @user @user خنازير,0,1,0,0,1
18285,@user @user le pauvre il faut qu'il arrête le pinard le gauchiste qui affirme que l'affaire clément m… @url,1,0,0,1,1
5376,roses redni like ricenhello cuntn- harvey price,1,0,0,1,1
1653,@user @user مكثرين من بول البعير,1,0,0,2,1
2035,@user @user لا خنازير احلا,1,0,0,2,1
15869,@user @user il fait quoi au juste ce gouvernement? pourquoi il s'attarde sur des futilités alors qu'il de… @url,1,0,0,0,1
1171,حين ترى الأعمال منحرفة عن أهدافها فأعلم أن الفساد تشعب في القائمين عليها,1,0,0,2,1
3183,@user من سنين عمرنا نعرف ان كلب الشيخ شيخ بس بهالزمان صار كلب الشيخ خنزير نتن لان الكلب وفِي والخنزير نتن,1,0,0,2,1
800,ما افهم كيف الناس يبررو غلطة الاب ! ترا اللبس ماليه دخل هوا من جوا معتل ويحتاج علاج نفسي يعني حتى الاب نخاف منه!!!… @url,0,1,0,3,1
17219,@user @user les animaux se tuent entre eux #jdcjdr,1,0,0,0,1
16218,@user @user parce que nous est assez intelligent pour fabrique des bazooka et aller sur la lune connard,1,0,0,1,1
537,@user @user لا الشيم والقيم تقاص حسب معايير خنازير شرق سلوى وتتمثل بعقوق الوالدين وطردهم وتشريدهم… @url,1,0,0,2,1
3435,everyone calls mongy jess hate,1,0,0,3,1
8272,intellectual terrorism @url,1,0,0,2,1
8312,@user aditi go back come from. dont even reside cleveland. even like yourself? @url,1,0,0,7,1
4655,nice people without judgment. cunt sweet asshole laugh @url,1,0,0,1,1
8291,like .... remember nothing us retarded ,1,0,0,4,1
17544,@user @user j'suis le relou gauchiste de service donc je suis quasi plus invite par tout un cote de la famille o/,1,0,0,1,2
17170,@user @user c’est quoi c’est chaîne de mongol y’a pas la juventus,0,1,0,3,1
17919,@user @user c ça votre problème frère parle de kamila oklm pk tu ramène laura ? wsh c une maladie ou quoi ?,1,0,0,2,1
15719,@user @user bah qu'elle viennent tuer alors.. ah bah non je suis securise par des murs que... @url,1,0,0,0,3
5885,@user complete twat lmao. could learn edit edit teamtage  don' think @url,1,0,0,3,1
18071,@user @user toi sur mère ta un problème mentale c’est pas possible t’est attardé frère tu t’é… @url,0,1,0,1,1
7525,@user @user leftist terrorist liberals planning one invaders get @url,1,0,0,3,1
1442,والسلعة بايرة اذا بارت وكسدت عند صاحبها,1,0,0,0,1
861,من ملانه ولا زهقانه تعي ندردش سوالف منحرفة,0,1,0,0,1
8817,lots smaller payments time--most faggot's credit cards handle $200 hit--but still th @url,1,0,0,4,1
13326,@user @user @user @user @user Definately receiving the twitter top twat of th\u2026 @URL,1,0,0,2,1
8033,ingenious portmanteau liberal' retard' martha.nn-george washington 1776,1,0,0,3,2
18091,@user tais toi gauchiste,0,1,0,1,1
15994,@user @user jai déja sorti ce genre d'argument infondé d'attardé moi?,1,0,0,0,2
1580,عندنا البعير عايش عيشة احسن منه بس يله قدرنا نصبر على اشكالكم الوا… @url,1,0,0,1,1
3041,@user لا نشرب بول البعير ومن علمك الدين مغفل واحمق مثلك الدين منزه عن كل ما قلت,0,1,0,4,1
16007,@user @user @user le désastre 68tar interdit d'interdire  pensez gauchiste pour mieux trahir un peu… @url,1,0,0,2,3
9978,@user @user You got nothing raghead.,1,0,0,4,2
18173,@user @user @user pas faute si t'es un putain de trou du cul doublé d'un attardé fini,0,1,0,1,1
18197,@user @user vous confondez islam radical et terrorisme islamique. le premier mène parfois au second mais son… @url,1,0,0,0,1
15886,@user @user la rétorique préferée de l'extreme droite. je suis pas raciste j'ai un ami arabe. ca ne marche… @url,1,0,0,0,2
14690,@user quand tu lui dit que la commission est un monstre anti démocratique non élu il te traite de débile! il vi… @url,1,0,0,0,1
17931,@user j’aimerais que l’on s’attarde sur ta tête qui est juste sublime,1,0,0,0,1
12001,No matter what this retarded president tweets his cult followers will fav it. As retarded as himself. @URL,1,0,0,1,1
8758,gon hate man lmao go live life sour twat stay spectating,1,0,0,4,1
17632,@user je sais mongol t'as fait la même réponse au tweet de base,0,1,0,3,1
13986,Whoever wins that lottery called me a faggot and a wetback a few years back.,1,0,0,6,1
18115,voila il faudra se debarrasser de ce genre de gauchiste pour sauver la france !!! @url,1,0,0,0,2
17943,@user les gens ont grandi s'attarde plus sur ces trivialites de changement d'heure les vrais les purs sont... @url,0,1,0,0,1
9482,'Daniel O'Donnell to Bono.' Bono's fucking insufferable Robbie you twat. Why would anybody wanna aspire to be lik\u2026 @URL,1,0,0,7,1
14452,@user Nah thank Svenskeren. He retarded his own progression by wasting the early invade on Broxah and then compo\u2026 @URL,1,0,0,3,1
4809,@user matt stop labelling people far right. biased left liberal snowflakes twat shouting dismissi @url,0,1,0,7,1
16680,@user il faut ecouter ce gauchiste hors sol parttir de 17h11 et vous comprenez de suite l origine du mala... @url,0,1,0,2,2
18439,@user @user un gauchiste qui préfère essayer de récupérer les dernières voies des socialistes en fe… @url,1,0,0,2,1
3323,@user كل طاقم الخنزيرة كللللهم خنازير مسيحية ونصيرية اش دراهم عن الحج والصلاة وكورتلموش يكفيه الميثلية في تر… @url,0,1,0,0,1
64,بول البعير افقدكم الرجوله والنخوه والشهامه والغيره @url,1,0,0,0,1
18368,@user @user @user allez mange mes couilles toi l'attardé c'est pas les gars du 93 qui planifi… @url,0,1,0,1,1
12393,@user @user Aye spic with a promo,1,0,0,7,1
14529,#scomo #auspol #truth #TruthHurts #refugees #a…,1,0,0,7,1
18163,@user @user @user non mais le gauchiste est très long dans la compromette...,1,0,0,1,1
17790,@user @user des petits gestes tout petits gestes,1,0,0,2,1
1547,هذه الجملة علقت بها الدكتوره مروة العرجاني ع مشهد (تلفزيوني) يظهر فيه امرأة متبرجة في وسطهم !!!!!!!!…,1,0,0,0,1
2106,@user @user @user @user بول البعير به فوائد كانك ماتدري  ولا هالزباله الي بحلقك والشراب,0,1,0,2,1
17859,@user @user la génétique gauchiste quoi.. et trouve même des médias américains qui nous présentent ça… @url,0,1,0,2,1
9342,I really am an unsociable twat nowadays \ud83e\udd26\ud83c\udffd\u200d\u2642\ufe0f,1,0,0,4,2
15294,pas sûr je suis même persuadée que #zemmour... c'est la pensée dominante des français hors gauchistes bien sûr c… @url,0,1,0,5,1
17078,donc j’étais dans le métro en train de coller mon nez contre mon écran comme un putain d’attardé seul avec frust… @url,0,1,0,0,1
15565,@user @user @user ah oui ? et ca c...est quoi ? @url,1,0,0,0,1
16101,et soun c la meuf la plus myope du mond t'es 50cm d'elle elle te voit tjr pas elle fait des pss cmme une mongol… @url,0,1,0,9,1
1388,اسطورة يا ميلنر اول خنزير احبه,1,0,0,0,1
446,انما اطلق هذاالمسمى من قبل اهل البدع وافكار منحرفة لانه يدعوا الي التوحيد واتباع السن…,0,1,0,3,1
18322,@user je suis peut être noir mais toujours pas attardé tqt,0,1,0,1,1
1059,@user @user @user اه والله شايف ذبحنا بول البعير  مش مخلينا نفهم نظرت العالم المثقف المطلع النبيل الشريف,1,0,0,0,1
9264,Cleaned + aired\ud83d\udca8the apartment spic + span almost done with\ud83d\udec5unpacking still doing laundry\ud83d\udca8...,1,0,0,6,1
13299,#XFactor2018 who is that twat on the panel with the plastic yank voice ? Ffs it\u2019s the most annoying sound I\u2019ve ever\u2026 @URL,1,0,0,9,1
16064,@user @user envie de pleurer (vraiment)ntu refait soiree nlove,1,0,0,0,1
2372,لاتقيلون مورينهو قفلوا النادي يا خنازير اصرف,1,0,0,1,1
2683,@user والله أتاري في ذباب كثير و خنازير كثيرة في تويتر اليوم أتعرف على خنزيرة جديدة اسمها غادة ..ما اعرفك بس… @url,0,1,0,2,2
1125,أين يقع الشخص في السلم الاجتماعي + مدى قدرته على التأثير على محيطه + ذاكرته و إلمامه بشؤون من كانوا قبل…,1,0,0,0,1
870,دريت ان اعضاء جسمي كلها بايره في بايره,1,0,0,0,1
1361,@user @user @user @user ارسله مقاطع لجرايم العصملي وخرامئني وبعدين يقول لا تكثرين بول البعير زق حيشاكم مروح,1,0,0,0,1
17840,ce documentaire s'attarde aussi à la vie personnelle de q sa famille ses mariages ses enfants ses problèmes de… @url,0,1,0,1,1
6167,@user check twat. @url,1,0,0,4,1
13284,P.spic @URL,1,0,0,3,1
2119,@user @user @user @user غالبا يكون كلامه بيرفكت وهي ماتعرف انه ينظر لها بدونية ويعتبرها منحرفة و… @url,0,1,0,1,1
16519,@user @user vos voulez dire que vous soupçonnez @user d'apologie du terrorisme islamique? et… @url,1,0,0,0,1
18122,@user @user la preuve qu’on descend des singes des vrais mongol à faire ça,0,1,0,4,1
615,علي اهل غزة قتل كل خنزير حمساوي عليكمزجمع اسمائهم وملاحقتهم سياتي مثل يوم رابعة للسحل وحرق خنازير البنا وقطب  #ارفعوا_العقوبات_عن_غزة,1,0,0,4,1
535,@user @user @user خلافنا مع الشوال لأنه أتدخل في شؤون نادينا ف بالتالي هيسبب ضرر لينا ف كل… @url,1,0,0,0,1
3501,proper cunt blokes likely lost friend colleague fuckers already diving absolute @url,1,0,0,7,1
16035,@user je suis pas attardé dans la gare mais dehors ca appelle de partout en effet.,1,0,0,0,1
11040,There\u2019s anti-Semitism present and virulent in every community from leftist to far right from conservative Christi\u2026 @URL,1,0,0,2,1
16822,@user @user mais* putain quel attardé,1,0,0,2,1
52,الظاهر الاخ برونطو بلش يشرب بول البعير يعني لو قلو قليل من الخمر يفرح القلب مقبولي بس انو اشرب ٢٤/٢٤ساعة اي بيو… @url,1,0,0,0,1
1004,@user @user خلّك في عصير بول البعير..,1,0,0,0,1
17943,@user les gens ont grandi s'attarde plus sur ces trivialites de changement d'heure les vrais les purs sont... @url,0,1,0,0,1
16591,@user j’capte pas pk s’attarde autant dessus c’est ouf comment c’est vide. remarque valable pour son frère aussi.,1,0,0,0,1
16731,@user mdrr bah non ah je sais pas trop je t'avoue que je m'attarde pas trop sur leur profil haha,1,0,0,0,1
7462,/:/ everyone report @user . cunt role playing child. fucked prison!,1,0,0,2,1
1065,لا تُلقوا جواهركم أمام الخنازير، قال السيّد المسيح.,1,0,0,0,1
2312,رومنسيات منحرفة,1,0,0,1,1
15719,@user @user bah qu'elle viennent tuer alors.. ah bah non je suis securise par des murs que... @url,1,0,0,0,3
500,نادي وسخ وفرقه وسخه,0,1,0,0,1
5051,me: please support official releasenalso me: can't nintendo's cunt ports lik @url,1,0,0,7,1
3893,paul joseph watson stuck whiny incel cunt. keep tear jerking quit acting macho hero c @url,1,0,0,4,3
12821,are the conservatives really trying to say the Austin Mail Bomber was a radical leftist terrorist,1,0,0,8,1
365,هذا السوق إمتداد لشارع الغربللي مقابل سوق الحريم إلى سور المقبرة   حديق…,0,1,0,0,1
16197,@user . quand 16% de la population est musulmane le processus d'#islamisation est irréversible un poin… @url,0,1,0,2,1
14733,@user j'y peut rien si t'es attardé et ta pas compris,0,1,0,0,1
5603,cunt @url,1,0,0,9,4
7925,hey @user learn live without @user @user @user @user @user @user @user @url,1,0,0,2,1
10115,I can't tell what's louder the wind outside or my mongoloid neighbors kids screaming that wind exists...\n\nLike god\u2026 @URL,1,0,0,3,1
4807,@user @user @user push back leftist professors like #billayers writing @url,1,0,0,1,1
15183,@user @user @user baah mange pas de viande fait pas nous chier avec nos steak frite ou nos rougaille boeuf,1,0,0,0,1
11542,@user @user Msnbc should be identified as a terrorist organization! Other leftist media as well!,1,0,0,6,3
6943,bro got called early theres delivery lol run fat sweaty balls bosses stinky stink face faggot,1,0,0,2,1
18019,@user il faut effectivement penser globalement et lier le terrorisme l'intégrisme musulman la radicalisation… @url,1,0,0,3,3
14346,...Alex Jones's attacks (on Sandy Hook victims) for companies to say \hang on this guy's a huge cunt who spreads h\u2026 @URL,1,0,0,3,1
17486,@user je la connaissais déjà un peu avant mais je m'y étais pas attardé et la vidéo de lol m'a giga hype,0,1,0,0,1
11889,@user Order a Cortado. Very similar a tad stronger and you won\u2019t sound like a twat \ud83d\ude09\ud83d\ude06,1,0,0,7,1
17492,@user je vais pousser votre logique gauchiste jusqu'au bout : que tu sois curé ou antifa si tu es un ho… @url,1,0,0,2,1
13201,Definition of soup taker @URL,1,0,0,6,1
10525,@user My boyfriend 24 more man than you old twat with one inch dick at ya pc you faggot lol lol follower\u2026 @URL,1,0,0,4,1
6832,kinda gutted get hours extra sleep. yes know i'm hong kong moment. yes know i'm greedy twat.,1,0,0,3,2
16124,@user omg j'etais pas pret pour celle la @url,1,0,0,0,1
5431,ever complain tinpot dictatorships shithole countries happens greatest' democ @url,1,0,0,7,1
2391,@user @user نحن لا نشرب بول البعير . لأنه كان حالة خاصة لعلاج مرض .كما ان بعض علماء الاسلام يحرمون شربه… @user,1,0,0,0,1
12395,Don\u2019t you ever complain about tinpot dictatorships in shithole countries while this happens in the \u2018greatest\u2019 democ\u2026 @URL,1,0,0,7,1
16784,mais bon au moins le programme et largement plus intéressant c’est pas le programme de mongol du lycée ou mm pti… @url,0,1,0,0,1
1071,مش معنى أنك شخص راضى بوضع وسخ ومبتحاولش تغيره أن المفروض كلنا نبقى زيك، مش من حقك تقول لحد عايز يحسن من نفسه ومن حي… @url,1,0,0,1,2
16163,@user @user juste avec la bio du mec peut voir que c'est un gauchiste (in)soumis,1,0,0,0,1
1340,@user @user ارنب او خنزير غير عاقلين حيوانات تسير حسب غرائزها,0,1,0,0,3
15903,@user @user 220 413 albums vendus c’est beaucoup pq tu fais l’attardé comme ça...,1,0,0,0,1
18042,@user @user le gauchiste est viscéralement anticlérical mais il respecte l’islam...,1,0,0,2,1
10854,When looks are intelligent!\nFirst time came to know that someone retard like @user can be described intelli\u2026 @URL,1,0,0,3,2
3416,never called kike dirty jew @user began campaign. hateful rhetoric ha @url,1,0,0,2,2
17025,@user tu e mongol,0,1,0,2,2
4008,many us could keep spic n span kitchen lived 8000+ feet without electricity tap water @url,1,0,0,2,1
17924,@user @user @user @user @user et la société complète cautionne la violence de l'au… @url,1,0,0,1,1
6499,@user read somewhere leftist mag terrorist events like breivik's massacre precede cultural sh @url,1,0,0,4,2
